u,v,edge_osmid,highway,lanes,name,oneway,reversed,length,junction,bridge,maxspeed,ref,service,access,area,tunnel,geometry,_record_type,number_of_accident,have_accident,lanes_diff,angle,slope
6030654119,6030654118,509587960,service,,,False,False,3.304103802291077,,,,,driveway,,,,"LINESTRING (114.1755576 22.3171738, 114.1755695 22.3172014)",edge,0,False,0.0,,-1.620312771627996
6030654119,6030654120,509587960,service,,,False,True,2.683153247192775,,,,,driveway,,,,"LINESTRING (114.1755576 22.3171738, 114.1755533 22.31715)",edge,0,False,0.0,,1.3600620973353117
6030654120,6030654119,509587960,service,,,False,False,2.683153247192775,,,,,driveway,,,,"LINESTRING (114.1755533 22.31715, 114.1755576 22.3171738)",edge,0,False,0.0,,-1.3600620973353117
6030654120,4987955007,509587960,service,,,False,True,2.0427934537318837,,,,,driveway,,,,"LINESTRING (114.1755533 22.31715, 114.1755567 22.3171319)",edge,0,False,0.0,,1.0921086516132548
6030654143,6498114580,101558264,residential,2.0,何文田山道 Ho Man Tin Hill Road,False,False,27.56319622997716,,,,,,,,,"LINESTRING (114.1765051 22.3145074, 114.1765986 22.3147397)",edge,8,True,0.0,,-9.768737840453952
6030654143,1636641327,101558264,residential,2.0,何文田山道 Ho Man Tin Hill Road,False,True,6.033974894498363,,,,,,,,,"LINESTRING (114.1765051 22.3145074, 114.1764818 22.3144576)",edge,8,True,0.0,,5.309134688382302
6032752904,6052475832,807682108,secondary,1.0,麗翔道 Lai Cheung Road,True,False,6.267936436591365,,,,,,,,,"LINESTRING (114.1649314 22.3118877, 114.1648707 22.3118828)",edge,39,True,1.0,,-0.3264493561660035
6032752911,4862257570,668041897,service,,,False,False,1.920105842898043,,,,,,no,,,"LINESTRING (114.1626645 22.3121181, 114.1626828 22.3121215)",edge,0,False,0.0,,-0.6122792697307141
6032752911,4862257569,668041897,service,,,False,True,16.374435919476497,,,,,,no,,,"LINESTRING (114.1626645 22.3121181, 114.1625391 22.3120274)",edge,0,False,0.0,,4.829456002201976
6032752912,6039384097,668041897,service,,,False,False,69.18543376955593,,,,,,no,,,"LINESTRING (114.1626993 22.3121155, 114.1632215 22.3117234)",edge,0,False,0.0,,-3.612526732037549
6032752912,4862257570,668041897,service,,,False,True,1.8237658353719448,,,,,,no,,,"LINESTRING (114.1626993 22.3121155, 114.1626828 22.3121215)",edge,0,False,0.0,,0.3432510583063693
6039376130,7305857766,807689085,traffic_island,,,False,False,6.404433530057756,,,,,,,,,"LINESTRING (114.1652631 22.3108847, 114.1652595 22.3109422)",edge,0,False,0.0,,-0.2158840576747434
6039376130,13043424402,807689085,traffic_island,,,False,True,16.13874593770316,,,,,,,,,"LINESTRING (114.1652631 22.3108847, 114.1652721 22.3107398)",edge,0,False,0.0,,0.4989834513057583
6039376176,13156797944,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,82.29152636006079,interchange,,,,,,,,"LINESTRING (114.1654649 22.3121001, 114.1662524 22.3122302)",edge,4,True,0.0,,2.296291227252752
6039376176,6635834024,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,6.506362024879608,interchange,,,,,,,,"LINESTRING (114.1654649 22.3121001, 114.1654028 22.312089)",edge,4,True,0.0,,0.3649483793181324
6039376177,6635834020,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,17.09285441647491,interchange,,,,,,,,"LINESTRING (114.1649935 22.312015, 114.1651564 22.3120453)",edge,4,True,0.0,,0.3333307208783239
6039376177,7552841872,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,22.46701544058231,interchange,,,,,,,,"LINESTRING (114.1649935 22.312015, 114.1651047 22.3118411)",edge,4,True,0.0,,0.040920097903015
6039377373,288991682,815308416,unclassified,2.0,巧翔街 Hau Cheung Street,False,False,17.053356492844998,,,,,,,,,"LINESTRING (114.166051 22.3112607, 114.1660558 22.3111074)",edge,0,False,0.0,,-1.2080957465280078
6039377373,6072915774,815308417,unclassified,2.0,巧翔街 Hau Cheung Street,False,True,21.549032257192614,,,,,,,,,"LINESTRING (114.166051 22.3112607, 114.1660346 22.3114539)",edge,0,False,0.0,,0.4021648843712869
6039377380,6266316396,26379425,unclassified,2.0,巧翔街 Hau Cheung Street,False,True,5.826166897188988,,,,,,,,,"LINESTRING (114.1659831 22.311752, 114.1659739 22.3118037)",edge,0,False,0.0,,0.6965492427340061
6039377380,6176166201,644821243,unclassified,2.0,巧翔街 Hau Cheung Street,False,False,6.945395936774556,,,,,,,,,"LINESTRING (114.1659831 22.311752, 114.1659949 22.3116905)",edge,0,False,0.0,,-0.7954716781070882
6039384097,6746811799,668041897,service,,,False,False,14.597084571801185,,,,,,no,,,"LINESTRING (114.1632215 22.3117234, 114.1633317 22.3116407)",edge,0,False,0.0,,0.8211769463654166
6039384097,6032752912,668041897,service,,,False,True,69.18543376955593,,,,,,no,,,"LINESTRING (114.1632215 22.3117234, 114.1626993 22.3121155)",edge,0,False,0.0,,3.612526732037549
6046364952,7493256664,564207410,motorway_link,1.0,中九龍繞道 Central Kowloon Bypass,True,False,24.2390181267647,interchange,,50.0,,,,,,"LINESTRING (114.1624524 22.3132076, 114.1625337 22.313003)",edge,0,False,0.0,,-8.272784454752195
6046364952,2866714627,766250074,primary,1.0,麗翔道 Lai Cheung Road,True,False,25.61816101400081,interchange,,50.0,,,,,,"LINESTRING (114.1624524 22.3132076, 114.1625637 22.3130015)",edge,39,True,0.0,,-10.326927671063782
6046364953,5436700696,101193743,motorway,2.0,中九龍繞道 Central Kowloon Bypass,True,False,13.705697598454115,,,50.0,6.0,,,,,"LINESTRING (114.1627725 22.3121908, 114.1628709 22.3121077)",edge,0,False,0.0,,-0.5611673740011359
6046364954,13380755970,101193743,motorway,2.0,中九龍繞道 Central Kowloon Bypass,True,False,26.20858334142785,,,50.0,6.0,,,,,"LINESTRING (114.1621133 22.3128903, 114.1622648 22.3127008)",edge,0,False,0.0,,-3.865451430090743
6052450981,339050904,643060161,primary,2.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,12.813191278900772,interchange,yes,50.0,,,,,,"LINESTRING (114.1640032 22.3118822, 114.1641275 22.3118896)",edge,4,True,0.0,,-0.0548111122108398
6052450983,1168315946,643059945,service,2.0,,False,True,16.200618894472708,,,,,driveway,,,,"LINESTRING (114.1640142 22.3118352, 114.1640085 22.3119808)",edge,0,False,0.0,,3.0004697220516907
6052450983,6297203500,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,2.3454372361348423,interchange,,,,,,,,"LINESTRING (114.1640142 22.3118352, 114.164037 22.3118352)",edge,4,True,0.0,,-0.0067668301496606
6052450983,7931307116,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,2.438020285584006,interchange,,,,,,,,"LINESTRING (114.1640142 22.3118352, 114.1639905 22.3118352)",edge,4,True,0.0,,0.0
6052456652,1168315943,101193778,primary_link,2.0,麗翔道 Lai Cheung Road,True,False,13.927637703791046,interchange,,,,,,,,"LINESTRING (114.1641136 22.3119625, 114.164247 22.3119411)",edge,39,True,0.0,,-0.8434391936137847
6052460354,288991129,101515905,unclassified,2.0,海庭道 Hoi Ting Road,False,True,27.134494119200145,,,,,,,,,"LINESTRING (114.1651716 22.3130751, 114.1654292 22.3131276)",edge,1,True,0.0,,-1.444533390158092
6052460354,6260817988,643060594,service,,,False,False,13.99788147637804,,,,,,,,,"LINESTRING (114.1651716 22.3130751, 114.1652034 22.3129527)",edge,0,False,0.0,,-1.803843293682839
6052460354,1172166414,643853504,unclassified,2.0,海庭道 Hoi Ting Road,False,False,10.30587434507166,,,,,,,,,"LINESTRING (114.1651716 22.3130751, 114.1650738 22.313055)",edge,1,True,0.0,,1.648656359389766
6052460355,7559827030,643060594,service,,,False,False,0.9593612394856512,,,,,,,,,"LINESTRING (114.1652085 22.3129269, 114.1652114 22.3129187)",edge,0,False,0.0,,-0.0733286937169997
6052460355,6260817988,643060594,service,,,False,True,2.9164093706201513,,,,,,,,,"LINESTRING (114.1652085 22.3129269, 114.1652034 22.3129527)",edge,0,False,0.0,,0.30241142976502
6052461417,3230275248,514900568,service,,,False,False,4.086527519978765,,,,,,,,,"LINESTRING (114.1657882 22.3158582, 114.1658273 22.3158647)",edge,0,False,0.0,,0.4028972806829175
6052461417,12645795033,514900568,service,,,False,True,7.652178349429369,,,,,,,,,"LINESTRING (114.1657882 22.3158582, 114.1657153 22.3158445)",edge,0,False,0.0,,-0.7837573747173863
6052471816,334650656,807688166,tertiary,3.0,海泓道 Hoi Wang Road,True,False,6.405382386276799,intersection,,,,,,,,"LINESTRING (114.1647667 22.3118739, 114.1647577 22.3119309)",edge,38,True,-1.0,,0.5530084747598795
6052475831,12041326644,643062635,primary,2.0,翺翔道 Ngo Cheung Road,True,False,14.207249963639931,,,,,,,,,"LINESTRING (114.166294 22.312104, 114.1661597 22.3120742)",edge,0,False,0.0,,-2.800612795886531
6052475832,6052475836,807682106,tertiary,2.0,海泓道 Hoi Wang Road,True,False,6.339738951032659,intersection,,,,,,,,"LINESTRING (114.1648707 22.3118828, 114.1648857 22.3118275)",edge,38,True,0.0,,-0.2721027892264071
6052475832,6052471816,807682107,secondary,1.0,麗翔道 Lai Cheung Road,True,False,10.744156744684805,intersection,,,,,,,,"LINESTRING (114.1648707 22.3118828, 114.1647667 22.3118739)",edge,39,True,2.0,,0.050923323423688
6052475833,8764628279,806992599,primary_link,1.0,,True,False,9.47538773301023,,,,,,,,,"LINESTRING (114.1650509 22.3118978, 114.1649967 22.3118289)",edge,0,False,0.0,,-0.4913780733799382
6052475833,8764628278,807682108,secondary,1.0,麗翔道 Lai Cheung Road,True,False,8.043099554555864,,,,,,,,,"LINESTRING (114.1650509 22.3118978, 114.1649729 22.3118928)",edge,39,True,0.0,,-0.3787348957343658
6052475834,6052475835,807682106,tertiary,2.0,海泓道 Hoi Wang Road,True,False,8.360474923543812,intersection,,,,,,,,"LINESTRING (114.1649109 22.3117806, 114.1649564 22.3117183)",edge,38,True,-1.0,,-0.0372529588501122
6052475835,6052489675,643062636,primary,1.0,海泓道 Hoi Wang Road,True,False,4.501851340269648,,,,,,,,,"LINESTRING (114.1649564 22.3117183, 114.1649816 22.3116852)",edge,38,True,0.0,,-0.133016909329678
6052475835,7569902510,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,4.335137959729802,interchange,,,,,,,,"LINESTRING (114.1649564 22.3117183, 114.1649967 22.3117297)",edge,4,True,0.0,,0.1795258644242977
6052475835,7546375258,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,5.814184800115513,interchange,,,,,,,,"LINESTRING (114.1649564 22.3117183, 114.1649016 22.3117055)",edge,4,True,0.0,,-0.1657257741082663
6052475836,6052475834,807682106,tertiary,2.0,海泓道 Hoi Wang Road,True,False,5.823821282120957,intersection,,,,,,,,"LINESTRING (114.1648857 22.3118275, 114.1649109 22.3117806)",edge,38,True,0.0,,-0.0257692778065545
6052475837,7492701139,807687166,primary,2.0,麗翔道 Lai Cheung Road,True,False,1.6548973710040291,,,,,,,,,"LINESTRING (114.1651724 22.3119311, 114.1651566 22.3119283)",edge,39,True,0.0,,0.0079825029547791
6052484977,8810558269,504423494,motorway,3.0,中九龍繞道 Central Kowloon Bypass,True,False,8.077618585317797,,,80.0,6.0,,,,,"LINESTRING (114.1655539 22.310855, 114.1656296 22.3108357)",edge,0,False,0.0,,-0.1991134363792363
6052489675,6052489676,643062636,primary,1.0,海泓道 Hoi Wang Road,True,False,8.702064018732164,,,,,,,,,"LINESTRING (114.1649816 22.3116852, 114.1650373 22.3116263)",edge,38,True,0.0,,-0.4626114902425157
6052489676,6052489677,643062636,primary,1.0,海泓道 Hoi Wang Road,True,False,13.026237938857948,,,,,,,,,"LINESTRING (114.1650373 22.3116263, 114.1651234 22.3115404)",edge,38,True,0.0,,-1.2871820066548263
6052489677,6052489678,643062636,primary,1.0,海泓道 Hoi Wang Road,True,False,13.38329658816535,,,,,,,,,"LINESTRING (114.1651234 22.3115404, 114.1651966 22.3114409)",edge,38,True,0.0,,-0.5907206120211256
6052489678,6052491086,643062636,primary,1.0,海泓道 Hoi Wang Road,True,False,9.694294078937064,,,,,,,,,"LINESTRING (114.1651966 22.3114409, 114.1652418 22.3113644)",edge,38,True,0.0,,-0.3876239062617211
6052489679,6052489680,643062636,primary,1.0,海泓道 Hoi Wang Road,True,False,10.09848785417527,,,,,,,,,"LINESTRING (114.1652694 22.3112871, 114.1652972 22.3112)",edge,38,True,0.0,,-0.1941842605985078
6052489680,13033673785,643062636,primary,1.0,海泓道 Hoi Wang Road,True,False,13.365474619346717,,,,,,,,,"LINESTRING (114.1652972 22.3112, 114.1653357 22.3110852)",edge,38,True,2.0,,0.2372326535481838
6052489681,13033673786,643064558,primary,3.0,海泓道 Hoi Wang Road,True,False,6.093707667631643,,,,,,,,,"LINESTRING (114.165352 22.3109412, 114.1653515 22.3108864)",edge,38,True,0.0,,0.0887757515231813
6052489682,13043424404,947001214,tertiary,1.0,海泓道 Hoi Wang Road,True,False,6.818300194199724,,,,,,,,,"LINESTRING (114.1653224 22.31043, 114.1653138 22.3103692)",edge,38,True,0.0,,-0.6936867546119331
6052491085,6283852188,947001215,primary,2.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,8.098321832325976,,,,,,,,,"LINESTRING (114.1650273 22.3105587, 114.1649507 22.3105755)",edge,4,True,-1.0,,-1.0013220951121555
6052491086,6052489679,643062636,primary,1.0,海泓道 Hoi Wang Road,True,False,9.052168191005164,,,,,,,,,"LINESTRING (114.1652418 22.3113644, 114.1652694 22.3112871)",edge,38,True,0.0,,-0.2093705522536459
6052491087,6052491094,1419431799,secondary,3.0,海泓道 Hoi Wang Road,True,False,8.084988686941742,,,,,,,,,"LINESTRING (114.1651493 22.3102632, 114.1651506 22.3103359)",edge,38,True,-2.0,,1.4490888809231526
6052491088,12919753339,1419431795,tertiary,1.0,海泓道 Hoi Wang Road,True,False,6.883467657615778,,,,,,,,,"LINESTRING (114.1651967 22.3106735, 114.1651959 22.3107354)",edge,38,True,0.0,,0.0996808688776869
6052491089,13033673783,1418296170,tertiary,1.0,海泓道 Hoi Wang Road,True,False,13.416720708839804,,,,,,,,,"LINESTRING (114.1651841 22.3109468, 114.1651632 22.3110659)",edge,38,True,0.0,,0.3286260052139336
6052491090,13033673782,1418296170,tertiary,1.0,海泓道 Hoi Wang Road,True,False,15.623974406868468,,,,,,,,,"LINESTRING (114.1651154 22.3112715, 114.1650452 22.3113961)",edge,38,True,0.0,,-0.6867111026565678
6052491091,11160785591,806992601,tertiary,1.0,海泓道 Hoi Wang Road,True,False,7.930034646077031,,,,,,,,,"LINESTRING (114.1648518 22.3116939, 114.1648103 22.311754)",edge,38,True,0.0,,0.0
6052491091,7546375258,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,5.282820828177498,interchange,,,,,,,,"LINESTRING (114.1648518 22.3116939, 114.1649016 22.3117055)",edge,4,True,0.0,,0.0778353060064903
6052491091,7931300727,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,4.449869053053597,interchange,,,,,,,,"LINESTRING (114.1648518 22.3116939, 114.1648104 22.3116823)",edge,4,True,0.0,,0.0
6052491092,6052471816,806992601,tertiary,1.0,海泓道 Hoi Wang Road,True,False,8.277163998595997,,,,,,,,,"LINESTRING (114.1647854 22.3118015, 114.1647667 22.3118739)",edge,38,True,2.0,,0.6295866647049013
6052491094,6052491095,643064557,primary_link,1.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,7.919385230419025,,,,,,,,,"LINESTRING (114.1651506 22.3103359, 114.1651251 22.3104031)",edge,4,True,0.0,,1.224972703769971
6052491094,13043424410,1418296171,tertiary,1.0,海泓道 Hoi Wang Road,True,False,4.353587277189102,,,,,,,,,"LINESTRING (114.1651506 22.3103359, 114.1651624 22.3103735)",edge,38,True,0.0,,0.6166873843896393
6052491095,6052491096,643064557,primary_link,1.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,4.459235513242263,,,,,,,,,"LINESTRING (114.1651251 22.3104031, 114.165106 22.3104391)",edge,4,True,0.0,,0.2033478814148979
6052491096,6052491097,643064557,primary_link,1.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,7.479985084701617,,,,,,,,,"LINESTRING (114.165106 22.3104391, 114.1650727 22.3104989)",edge,4,True,0.0,,0.2519058170025719
6052491097,6052491085,643064557,primary_link,1.0,油麻地交匯處 Yau Ma Tei Interchange,True,False,8.125731521030561,,,,,,,,,"LINESTRING (114.1650727 22.3104989, 114.1650273 22.3105587)",edge,4,True,1.0,,0.1434436173115248
6052491099,6052491100,643064558,primary,3.0,海泓道 Hoi Wang Road,True,False,5.992414098375699,,,,,,,,,"LINESTRING (114.1653555 22.3107141, 114.1653506 22.3106604)",edge,38,True,0.0,,-0.5830770660279598
6052491100,6052491101,643064558,primary,3.0,海泓道 Hoi Wang Road,True,False,18.07734998260302,,,,,,,,,"LINESTRING (114.1653506 22.3106604, 114.1653314 22.3104988)",edge,38,True,-2.0,,-2.8416614040431623
6052491101,7552903385,807670505,primary,,油麻地交匯處 Yau Ma Tei Interchange,True,False,15.07898625785933,intersection,,,,,,,,"LINESTRING (114.1653314 22.3104988, 114.165188 22.3105269)",edge,4,True,0.0,,2.0999869981763992
6052491101,6052489682,947001214,tertiary,1.0,海泓道 Hoi Wang Road,True,False,7.706041260413082,,,,,,,,,"LINESTRING (114.1653314 22.3104988, 114.1653224 22.31043)",edge,38,True,0.0,,-1.1529550462829088
6052495983,5436700714,564207411,motorway,5.0,中九龍繞道 Central Kowloon Bypass,True,False,14.940321690593144,,,80.0,6.0,,,,,"LINESTRING (114.1647903 22.3108109, 114.1646451 22.3108138)",edge,0,False,0.0,,-2.8191227164746
6052496888,13156797930,1112649461,motorway,3.0,中九龍繞道 Central Kowloon Bypass,True,False,23.55604398531229,,,80.0,6.0,,,,,"LINESTRING (114.1648227 22.311045, 114.1650454 22.3109957)",edge,0,False,0.0,,0.8588579195592184
6052576575,4832645893,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,2.6861192036171357,interchange,,,,,,,,"LINESTRING (114.1638904 22.312044, 114.1638678 22.3120561)",edge,4,True,0.0,,0.2495788369882149
6052576575,6176142541,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,15.492631459974003,interchange,,,,,,,,"LINESTRING (114.1638904 22.312044, 114.1640406 22.3120338)",edge,4,True,0.0,,-0.2828263795357241
6052576576,6176142541,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,15.4747642720821,interchange,,,,,,,,"LINESTRING (114.1641908 22.3120415, 114.1640406 22.3120338)",edge,4,True,0.0,,0.7207564892570075
6052576576,6052576577,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,17.61460185860222,interchange,,,,,,,,"LINESTRING (114.1641908 22.3120415, 114.1643552 22.3120858)",edge,4,True,0.0,,-0.0549467518498754
6052576577,6052576576,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,17.61460185860222,interchange,,,,,,,,"LINESTRING (114.1643552 22.3120858, 114.1641908 22.3120415)",edge,4,True,0.0,,0.0549467518498754
6052576577,6176142538,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,12.894156056930171,interchange,,,,,,,,"LINESTRING (114.1643552 22.3120858, 114.1644618 22.3121468)",edge,4,True,0.0,,1.3234055753484826
6052576578,6176142539,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,4.0308259050780535,interchange,,,,,,,,"LINESTRING (114.1645086 22.3122884, 114.1644894 22.3122568)",edge,4,True,0.0,,-0.9169523748811436
6052576578,6052576579,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,14.56849026206996,interchange,,,,,,,,"LINESTRING (114.1645086 22.3122884, 114.1645234 22.3124187)",edge,4,True,0.0,,3.513611204625067
6052576579,6052576578,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,14.56849026206996,interchange,,,,,,,,"LINESTRING (114.1645234 22.3124187, 114.1645086 22.3122884)",edge,4,True,0.0,,-3.513611204625067
6052576579,2389819322,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,42.76352724174286,interchange,,,,,,,,"LINESTRING (114.1645234 22.3124187, 114.1649324 22.3124875)",edge,4,True,0.0,,2.715303741056626
6063179965,278948068,101205478,primary,2.0,窩打老道 Waterloo Road,True,False,21.46305341620122,intersection,,,,,,,,"LINESTRING (114.1672059 22.3122783, 114.1670005 22.3122444)",edge,3146,True,0.0,,4.9375501918623215
6066099599,6360547159,645266793,service,,,False,False,10.936997330647266,,,,,,,,,"LINESTRING (114.164647 22.3125079, 114.1645423 22.3124908)",edge,0,False,0.0,,-1.4968303680597297
6066099599,1172166366,888415719,tertiary,3.0,海泓道 Hoi Wang Road,True,False,15.294074765606558,,,,,,,,,"LINESTRING (114.164647 22.3125079, 114.1646221 22.3126435)",edge,38,True,-2.0,,3.7765323965903823
6066099600,6066099601,645266793,service,,,False,True,4.0043194031210785,,,,,,,,,"LINESTRING (114.1644574 22.3124728, 114.1644947 22.3124831)",edge,0,False,0.0,,0.7961309108932967
6066099601,6066099600,645266793,service,,,False,False,4.0043194031210785,,,,,,,,,"LINESTRING (114.1644947 22.3124831, 114.1644574 22.3124728)",edge,0,False,0.0,,-0.7961309108932967
6066099601,6635827880,645266793,service,,,False,True,1.0913766238372695,,,,,,,,,"LINESTRING (114.1644947 22.3124831, 114.1645049 22.3124858)",edge,0,False,0.0,,0.2145143960484069
6072915774,6176166200,644821243,unclassified,2.0,巧翔街 Hau Cheung Street,False,True,6.380297770635646,,,,,,,,,"LINESTRING (114.1660346 22.3114539, 114.1660266 22.3115108)",edge,0,False,0.0,,0.1537848397563597
6072915774,6266316395,646314597,service,,,False,False,5.498368840135372,,,,,,,,,"LINESTRING (114.1660346 22.3114539, 114.1660869 22.3114641)",edge,0,False,0.0,,0.5630674674951209
6072915774,6039377373,815308417,unclassified,2.0,巧翔街 Hau Cheung Street,False,False,21.549032257192614,,,,,,,,,"LINESTRING (114.1660346 22.3114539, 114.166051 22.3112607)",edge,0,False,0.0,,-0.4021648843712869
6072915775,6072915776,646314597,service,,,False,True,10.420002590012787,,,,,,,,,"LINESTRING (114.1662164 22.3114834, 114.1661159 22.3114717)",edge,0,False,0.0,,-0.9089213624616048
6072915776,6072915775,646314597,service,,,False,False,10.420002590012787,,,,,,,,,"LINESTRING (114.1661159 22.3114717, 114.1662164 22.3114834)",edge,0,False,0.0,,0.9089213624616048
6072915776,6266316395,646314597,service,,,False,True,3.100626082881668,,,,,,,,,"LINESTRING (114.1661159 22.3114717, 114.1660869 22.3114641)",edge,0,False,0.0,,-0.2890011644795872
6082295318,6082295319,1279857866,service,,,False,False,2.200340769121748,,,,,,no,,,"LINESTRING (114.1727267 22.3115617, 114.172734 22.3115803)",edge,0,False,0.0,,0.6407652956926766
6082295318,1189559379,1279857866,service,,,False,True,25.849555424013513,,,,,,no,,,"LINESTRING (114.1727267 22.3115617, 114.172535 22.3114114)",edge,0,False,0.0,,-12.623051045164004
6082295319,1189559452,1279857866,service,,,False,False,2.8734860377903098,,,,,,no,,,"LINESTRING (114.172734 22.3115803, 114.1727248 22.3116047)",edge,0,False,0.0,,0.3229077104429946
6082295319,6082295318,1279857866,service,,,False,True,2.200340769121748,,,,,,no,,,"LINESTRING (114.172734 22.3115803, 114.1727267 22.3115617)",edge,0,False,0.0,,-0.6407652956926766
6124838532,1168066101,101176346,secondary_link,1.0,旺角道 Mong Kok Road,True,False,3.560568622092613,,,,,,,,,"LINESTRING (114.1664741 22.3204342, 114.1665082 22.3204397)",edge,218,True,0.0,,3.285989456958913
6124838534,6124839952,102368476,service,,,True,False,7.587856844150978,,,,,fuel,customers,,,"LINESTRING (114.1660405 22.3204291, 114.166077 22.3203698)",edge,0,False,0.0,,3.396717623354073
6124839952,1181846100,102368476,service,,,True,False,14.147656607491143,,,,,fuel,customers,,,"LINESTRING (114.166077 22.3203698, 114.1661869 22.3202933)",edge,0,False,0.0,,4.098823864119053
6142317824,9199524744,655605003,service,1.0,,True,False,5.200316615436964,,,,,,,,,"LINESTRING (114.1736695 22.3266099, 114.1736383 22.3266467)",edge,0,False,0.0,,-0.4073246570783518
6142317824,6142317825,697080547,service,2.0,,False,False,11.153129973628593,,,,,,,,,"LINESTRING (114.1736695 22.3266099, 114.1736945 22.3265123)",edge,0,False,0.0,,1.0913527624630202
6142317825,12031365119,697080547,service,2.0,,False,False,15.06821930658275,,,,,,,,,"LINESTRING (114.1736945 22.3265123, 114.1737456 22.3263853)",edge,0,False,0.0,,-0.6968958264610011
6142317825,6142317824,697080547,service,2.0,,False,True,11.153129973628593,,,,,,,,,"LINESTRING (114.1736945 22.3265123, 114.1736695 22.3266099)",edge,0,False,-1.0,,-1.0913527624630202
6163008194,1636543885,150771639,residential,2.0,西洋菜北街 Sai Yeung Choi Street North,False,True,5.575306310691229,,,,,,,,,"LINESTRING (114.1678297 22.3279918, 114.1678074 22.3280375)",edge,0,False,0.0,,2.662505898557632
6163008194,7115097250,242928776,service,,,False,False,8.005324848772302,,,,,,,,,"LINESTRING (114.1678297 22.3279918, 114.1679004 22.3280219)",edge,0,False,0.0,,-3.6211743472245534
6163008194,1152803609,1174538829,residential,2.0,西洋菜北街 Sai Yeung Choi Street North,False,False,15.990878675561452,,,,,,,,,"LINESTRING (114.1678297 22.3279918, 114.1678936 22.3278607)",edge,0,False,0.0,,-4.194697649340791
6176142538,6052576577,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,12.894156056930171,interchange,,,,,,,,"LINESTRING (114.1644618 22.3121468, 114.1643552 22.3120858)",edge,4,True,0.0,,-1.3234055753484826
6176142538,6176142540,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,10.233143499674764,interchange,,,,,,,,"LINESTRING (114.1644618 22.3121468, 114.1645293 22.3122144)",edge,4,True,0.0,,1.8897018651180777
6176142539,8764628269,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,2.020308307949191,interchange,,,,,,,,"LINESTRING (114.1644894 22.3122568, 114.1645023 22.3122431)",edge,4,True,0.0,,-0.2110442999292196
6176142539,6052576578,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,4.0308259050780535,interchange,,,,,,,,"LINESTRING (114.1644894 22.3122568, 114.1645086 22.3122884)",edge,4,True,0.0,,0.9169523748811436
6176142540,6176142538,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,10.233143499674764,interchange,,,,,,,,"LINESTRING (114.1645293 22.3122144, 114.1644618 22.3121468)",edge,4,True,0.0,,-1.8897018651180777
6176142540,8764628269,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,4.230697819350403,interchange,,,,,,,,"LINESTRING (114.1645293 22.3122144, 114.1645023 22.3122431)",edge,4,True,0.0,,0.4989825987814281
6176142541,6052576575,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,False,15.492631459974003,interchange,,,,,,,,"LINESTRING (114.1640406 22.3120338, 114.1638904 22.312044)",edge,4,True,0.0,,0.2828263795357241
6176142541,6052576576,947001196,junction,,油麻地交匯處 Yau Ma Tei Interchange,False,True,15.4747642720821,interchange,,,,,,,,"LINESTRING (114.1640406 22.3120338, 114.1641908 22.3120415)",edge,4,True,0.0,,-0.7207564892570075
6176152883,288991224,30148986,unclassified,2.0,海庭道 Hoi Ting Road,False,False,30.76245756484928,,,,,,,,,"LINESTRING (114.1630607 22.3137717, 114.1629553 22.3140306)",edge,1,True,0.0,,16.83424752473102
