u,v,edge_osmid,highway,lanes,name,oneway,reversed,length,junction,bridge,maxspeed,ref,service,access,area,tunnel,geometry,_record_type,number_of_accident,have_accident,lanes_diff,angle,slope
8789236510,8789236513,721590786,service,,,True,False,3.5159250825232395,,,,,,,,,"LINESTRING (114.1765962 22.3268894, 114.176629 22.3268983)",edge,0,False,0.0,,-0.5379469538622051
8789236511,8789236512,721590786,service,,,True,False,2.6436851086682873,,,,,,,,,"LINESTRING (114.1766472 22.3269104, 114.1766656 22.326927)",edge,0,False,0.0,,-1.2331435136879851
8789236512,8258544699,721590786,service,,,True,False,1.995546188058513,,,,,,,,,"LINESTRING (114.1766656 22.326927, 114.1766699 22.3269445)",edge,0,False,0.0,,-1.3681945224060068
8789236513,8789236511,721590786,service,,,True,False,2.3053787079483987,,,,,,,,,"LINESTRING (114.176629 22.3268983, 114.1766472 22.3269104)",edge,0,False,0.0,,-0.8674741901247509
8789236514,316731591,35894104,unclassified,,金巴倫道 Cumberland Road,True,False,4.634140640267428,,,,,,,,,"LINESTRING (114.1764773 22.3268975, 114.1765209 22.326887)",edge,26,True,0.0,,1.494335485338558
8789265212,8789265214,963535966,tertiary,2.0,通菜街 Tung Choi Street,True,False,2.030782046713658,,,,,,,,,"LINESTRING (114.1691022 22.326613, 114.1691182 22.3266237)",edge,56,True,0.0,,-0.9862562068763822
8789265213,8789265212,963535966,tertiary,2.0,通菜街 Tung Choi Street,True,False,2.3882058693151724,,,,,,,,,"LINESTRING (114.1690876 22.3265963, 114.1691022 22.326613)",edge,56,True,0.0,,-1.1527200546146683
8789265214,6610136589,963535966,tertiary,2.0,通菜街 Tung Choi Street,True,False,3.427390064701491,,,,,,,,,"LINESTRING (114.1691182 22.3266237, 114.1691488 22.3266359)",edge,56,True,0.0,,-1.5961483444519131
8789265215,5117982022,963535966,tertiary,2.0,通菜街 Tung Choi Street,True,False,2.431918162146124,,,,,,,,,"LINESTRING (114.1690773 22.3265585, 114.1690792 22.3265803)",edge,56,True,0.0,,-0.9344945765522128
8789265216,6982797070,150771608,unclassified,2.0,花園街 Fa Yuen Street,True,False,93.84732558619316,,,,,,,,,"LINESTRING (114.1696756 22.3263757, 114.1698518 22.3255476)",edge,31,True,0.0,,-0.6678698164430245
8789291817,8789291819,150771608,unclassified,2.0,花園街 Fa Yuen Street,True,False,3.761342838328344,,,,,,,,,"LINESTRING (114.1696578 22.3264502, 114.1696663 22.3264173)",edge,31,True,0.0,,1.91068483170384
8789291818,8789291817,150771608,unclassified,2.0,花園街 Fa Yuen Street,True,False,5.3075252279587035,,,,,,,,,"LINESTRING (114.1696488 22.3264972, 114.1696578 22.3264502)",edge,31,True,0.0,,2.783626890930969
8789291819,8789265216,150771608,unclassified,2.0,花園街 Fa Yuen Street,True,False,4.7235909438938455,,,,,,,,,"LINESTRING (114.1696663 22.3264173, 114.1696756 22.3263757)",edge,31,True,0.0,,2.493769676478504
8789291822,6374552940,963535969,secondary,3.0,大坑東道 Tai Hang Tung Road,True,False,2.6039972390292494,,,,,,,,,"LINESTRING (114.172194 22.3268536, 114.172195 22.3268302)",edge,107,True,0.0,,-0.6774267619495068
8793825125,1151084901,102640453,primary,3.0,彌敦道 Nathan Road,True,False,16.03818070549948,,,,,,,,,"LINESTRING (114.1704313 22.3138624, 114.1704022 22.3140041)",edge,1192,True,0.0,,2.604559070844682
8795975469,4773267725,98702158,primary_link,1.0,,True,False,0.5998251061459375,,,50.0,,,,,,"LINESTRING (114.1785807 22.3272099, 114.1785788 22.3272048)",edge,0,False,0.0,,0.1711992796378475
8795975470,8530645711,263360853,service,,,False,False,1.2631684884176475,,,,,,,,,"LINESTRING (114.1786678 22.3279165, 114.17868 22.3279152)",edge,0,False,0.0,,0.0324542511489305
8795975470,8530645710,263360853,service,,,False,True,3.8712628227805537,,,,,,,,,"LINESTRING (114.1786678 22.3279165, 114.1786304 22.3279204)",edge,0,False,0.0,,-0.1333161109053625
8795975480,6769196186,721590786,service,,,True,False,10.443508067020032,,,,,,,,,"LINESTRING (114.1765132 22.3271721, 114.1764126 22.3271848)",edge,0,False,0.0,,-0.8076590201335483
8795975486,10866612511,813897781,primary,1.0,窩打老道 Waterloo Road,True,False,1.0825577031009554,,,,,,,,,"LINESTRING (114.1785637 22.3266216, 114.1785646 22.3266313)",edge,3146,True,0.0,,-0.2367931796318942
8795975498,8795975503,150771596,residential,,巴芬道 Belfran Road,False,False,22.854918477419307,,,,,,,,,"LINESTRING (114.1772404 22.3262589, 114.1774623 22.3262695)",edge,0,False,0.0,,-1.0676444008608137
8795975498,8795975499,150771596,residential,,巴芬道 Belfran Road,False,True,14.316952599385388,,,,,,,,,"LINESTRING (114.1772404 22.3262589, 114.1771015 22.3262506)",edge,0,False,0.0,,2.908442503430978
8795975499,8795975498,150771596,residential,,巴芬道 Belfran Road,False,False,14.316952599385388,,,,,,,,,"LINESTRING (114.1771015 22.3262506, 114.1772404 22.3262589)",edge,0,False,0.0,,-2.908442503430978
8795975499,8795975500,150771596,residential,,巴芬道 Belfran Road,False,True,13.77747343861071,,,,,,,,,"LINESTRING (114.1771015 22.3262506, 114.1769676 22.3262474)",edge,0,False,0.0,,1.0359147290051958
8795975500,8795975499,150771596,residential,,巴芬道 Belfran Road,False,False,13.77747343861071,,,,,,,,,"LINESTRING (114.1769676 22.3262474, 114.1771015 22.3262506)",edge,0,False,0.0,,-1.0359147290051958
8795975500,6006317334,150771596,residential,,巴芬道 Belfran Road,False,True,0.9568511940285352,,,,,,,,,"LINESTRING (114.1769676 22.3262474, 114.1769583 22.3262472)",edge,0,False,0.0,,0.0564360129525431
8795975501,6006317334,150771596,residential,,巴芬道 Belfran Road,False,False,26.123170184999537,,,,,,,,,"LINESTRING (114.1767044 22.3262417, 114.1769583 22.3262472)",edge,0,False,0.0,,-0.3118705780440384
8795975501,11406943380,150771596,residential,,巴芬道 Belfran Road,False,True,34.01582976997984,,,,,,,,,"LINESTRING (114.1767044 22.3262417, 114.1763738 22.3262341)",edge,0,False,0.0,,-5.456003673398862
8795975503,13592130072,150771596,residential,,巴芬道 Belfran Road,False,False,13.269777887187292,,,,,,,,,"LINESTRING (114.1774623 22.3262695, 114.1775913 22.3262681)",edge,0,False,0.0,,2.1904213388083797
8795975503,8795975498,150771596,residential,,巴芬道 Belfran Road,False,True,22.854918477419307,,,,,,,,,"LINESTRING (114.1774623 22.3262695, 114.1772404 22.3262589)",edge,0,False,0.0,,1.0676444008608137
8795975506,4773316089,44810894,primary,4.0,界限街 Boundary Street,True,False,6.420988162715646,,,,,,,,,"LINESTRING (114.1753073 22.32684, 114.1753695 22.3268449)",edge,629,True,0.0,,1.908195479800806
8795975508,4773339525,484583028,primary_link,1.0,基堤道 Embankment Road,True,False,1.5869150630768891,,,,,,,,,"LINESTRING (114.1747121 22.3265112, 114.174723 22.3265213)",edge,157,True,0.0,,-0.0272723854975018
8796274169,11195310089,493988956,primary,3.0,界限街 Boundary Street,True,False,3.1816252757673276,,,,,,,,,"LINESTRING (114.1784727 22.3269795, 114.1785036 22.3269808)",edge,629,True,0.0,,0.2522307464568443
8810558263,4945888927,1112649461,motorway,3.0,中九龍繞道 Central Kowloon Bypass,True,False,19.04404787668452,,,80.0,6.0,,,,,"LINESTRING (114.1652751 22.3109448, 114.1654499 22.3108884)",edge,0,False,0.0,,-0.2556312437942369
8810558269,5436700702,504423494,motorway,3.0,中九龍繞道 Central Kowloon Bypass,True,False,15.12219244808493,,,80.0,6.0,,,,,"LINESTRING (114.1656296 22.3108357, 114.1657639 22.3107804)",edge,0,False,0.0,,0.1534971101277648
8831102457,1800848385,168903252,service,,,False,False,10.649707265027448,,,,,,,,,"LINESTRING (114.1732904 22.3201303, 114.1732723 22.3202246)",edge,0,False,0.0,,3.1118887830272093
8831102457,804106404,168903252,service,,,False,True,5.252796307191342,,,,,,,,,"LINESTRING (114.1732904 22.3201303, 114.1732994 22.3200838)",edge,0,False,0.0,,3.0066110562848496
8831102472,804107233,102548831,primary,3.0,亞皆老街 Argyle Street,True,False,8.976024716697133,,,,,,,,,"LINESTRING (114.1723136 22.3197944, 114.1722279 22.3197792)",edge,1570,True,-2.0,,2.3031544865644538
8880065736,675264299,494278044,trunk_link,1.0,常興街 Sheung Hing Street,True,False,6.435860953686771,,,50.0,,,,,,"LINESTRING (114.1789929 22.3176694, 114.1789415 22.3177024)",edge,11,True,0.0,,0.0837592928465247
8880065737,6180282435,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,5.366386616806247,,,50.0,,,,,,"LINESTRING (114.1790677 22.3175979, 114.1790361 22.3176363)",edge,11,True,0.0,,-1.1261526571606202
8880065738,675264298,494278044,trunk_link,1.0,常興街 Sheung Hing Street,True,False,3.957126018309922,,,50.0,,,,,,"LINESTRING (114.1789072 22.3177113, 114.178869 22.3177155)",edge,11,True,0.0,,0.0772446380264075
8880065739,6180282434,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,3.3684561852302664,,,50.0,,,,,,"LINESTRING (114.1791145 22.3174978, 114.1791054 22.3175269)",edge,11,True,0.0,,-0.4005169367856417
8880065740,6180282431,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,2.7098613678393995,,,50.0,,,,,,"LINESTRING (114.1791154 22.3174444, 114.1791174 22.3174687)",edge,11,True,0.0,,0.0244779104074815
8880065741,8880065743,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,2.020277160832298,,,50.0,,,,,,"LINESTRING (114.1790044 22.3173387, 114.1790234 22.3173433)",edge,11,True,0.0,,0.5004487277344191
8880065742,8880065741,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,2.1613710412937155,,,50.0,,,,,,"LINESTRING (114.1789835 22.3173367, 114.1790044 22.3173387)",edge,11,True,0.0,,0.5472037280214525
8880065743,675264307,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,2.630078887266348,,,50.0,,,,,,"LINESTRING (114.1790234 22.3173433, 114.179047 22.3173524)",edge,11,True,0.0,,0.9011476445190436
8880065744,6180282432,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,2.2069940495426095,,,50.0,,,,,,"LINESTRING (114.1790651 22.3173654, 114.1790802 22.3173795)",edge,11,True,0.0,,0.6029991124814434
8880065745,675264302,150771648,trunk_link,1.0,常興街 Sheung Hing Street,True,False,2.773268518007672,,,50.0,,,,,,"LINESTRING (114.1790946 22.317398, 114.1791073 22.31742)",edge,11,True,0.0,,0.4690032415996693
8880142225,8880142227,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,2.9424704233692744,,,50.0,,,,,,"LINESTRING (114.1785479 22.3179345, 114.1785325 22.3179568)",edge,1,True,0.0,,0.0573959134823754
8880142226,675264467,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,2.8289462789579143,,,50.0,,,,,,"LINESTRING (114.1785676 22.3178774, 114.1785625 22.3179024)",edge,1,True,0.0,,0.4362136950109123
8880142227,675264472,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,3.2835706370728475,,,50.0,,,,,,"LINESTRING (114.1785325 22.3179568, 114.1785117 22.3179792)",edge,1,True,0.0,,0.0378735130973844
8880142228,8880142230,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,2.826291647860222,,,50.0,,,,,,"LINESTRING (114.1784872 22.3179958, 114.1784634 22.3180085)",edge,1,True,0.0,,-0.0578241034222401
8880142229,8880142231,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,2.232430468646298,,,50.0,,,,,,"LINESTRING (114.1783879 22.3180238, 114.1783662 22.3180235)",edge,1,True,0.0,,-0.3423301601813757
8880142230,4987633597,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,4.002566321740759,,,50.0,,,,,,"LINESTRING (114.1784634 22.3180085, 114.1784272 22.3180217)",edge,1,True,0.0,,-0.1896642518911119
8880142231,675264475,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,2.370318276401313,,,50.0,,,,,,"LINESTRING (114.1783662 22.3180235, 114.1783432 22.3180222)",edge,1,True,0.0,,-0.3968199702961872
8880142232,675264478,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,17.304467849605317,,,50.0,,,,,,"LINESTRING (114.1783186 22.3180161, 114.1781574 22.3179716)",edge,1,True,0.0,,-3.9304483520093454
8880142233,4987633596,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,4.137693950420164,,,50.0,,,,,,"LINESTRING (114.1781215 22.3179593, 114.1780855 22.3179427)",edge,1,True,0.0,,-0.6644473351379738
8880142234,675264482,150771620,trunk_link,2.0,民豐徑 Man Fung Path,True,False,3.8740470259385256,,,50.0,,,,,,"LINESTRING (114.1780575 22.3179237, 114.1780295 22.3179004)",edge,1,True,0.0,,-0.1591472356990997
8880145136,6874825449,387654208,residential,,祐滿街 Yau Moon Street,False,False,42.04461129151258,,,,,,,,,"LINESTRING (114.1750734 22.3178453, 114.17541 22.3176308)",edge,0,False,0.0,,9.9264143185578
8880145136,3909038855,387654208,residential,,祐滿街 Yau Moon Street,False,True,3.898294506541712,,,,,,,,,"LINESTRING (114.1750734 22.3178453, 114.1750422 22.3178652)",edge,0,False,0.0,,1.0236382574714544
8909359872,8909428138,688179578,service,,,False,True,2.0427943609588968,,,,,,yes,,,"LINESTRING (114.1674838 22.3150346, 114.1674872 22.3150165)",edge,0,False,0.0,,0.9879105094594148
8909359873,8909428138,688179578,service,,,False,False,10.0040934935508,,,,,,yes,,,"LINESTRING (114.1675041 22.3149279, 114.1674872 22.3150165)",edge,0,False,0.0,,-4.833660240986372
8909359873,12071373889,688179578,service,,,False,True,0.4523293992623786,,,,,,yes,,,"LINESTRING (114.1675041 22.3149279, 114.1675049 22.3149239)",edge,0,False,0.0,,0.2200147117779451
8909417552,8438621461,30151248,residential,1.0,德昌街 Tak Cheong Street,True,False,30.595695420581244,,,,,,,,,"LINESTRING (114.1668688 22.3157726, 114.1669137 22.3155006)",edge,0,False,0.0,,1.420376841587065
8909428138,8909359872,688179578,service,,,False,False,2.0427943609588968,,,,,,yes,,,"LINESTRING (114.1674872 22.3150165, 114.1674838 22.3150346)",edge,0,False,0.0,,-0.9879105094594148
8909428138,8909359873,688179578,service,,,False,True,10.0040934935508,,,,,,yes,,,"LINESTRING (114.1674872 22.3150165, 114.1675041 22.3149279)",edge,0,False,0.0,,4.833660240986372
8909428145,6452347740,99517998,tertiary,2.0,登打士街 Dundas Street,True,False,21.303787967480968,,,,,,,,,"LINESTRING (114.1673092 22.3148475, 114.1675124 22.3148845)",edge,158,True,0.0,,5.804908992866251
8912695457,12153036703,382706300,service,,,False,False,3.2802846605105014,,,,,,,,,"LINESTRING (114.1732211 22.3130102, 114.1732275 22.3130391)",edge,0,False,0.0,,0.0135484336410196
8912695457,3859265289,382706300,service,,,False,True,3.110507550647671,,,,,,,,,"LINESTRING (114.1732211 22.3130102, 114.1732082 22.3129849)",edge,0,False,0.0,,-0.7382683373701969
8912728883,12073135463,963535965,service,,,False,False,7.282445005171956,,,,,driveway,destination,,,"LINESTRING (114.1691188 22.3263575, 114.1690491 22.326346)",edge,0,False,0.0,,-0.5761711380808447
8912728883,4464851540,963535968,tertiary,3.0,通菜街 Tung Choi Street,True,False,5.756907473437782,,,,,,,,,"LINESTRING (114.1691188 22.3263575, 114.169108 22.3264083)",edge,56,True,0.0,,-0.8019057522148775
8912728884,8912728885,963535965,service,,,False,False,1.5032279966956688,,,,,driveway,destination,,,"LINESTRING (114.1690043 22.3263386, 114.1689897 22.326338)",edge,0,False,0.0,,0.2007635897582013
8912728884,12073135463,963535965,service,,,False,True,4.680988355312781,,,,,driveway,destination,,,"LINESTRING (114.1690043 22.3263386, 114.1690491 22.326346)",edge,0,False,0.0,,-0.0910959958218203
8912728885,8912728886,963535965,service,,,False,False,7.198349615618663,,,,,driveway,destination,,,"LINESTRING (114.1689897 22.326338, 114.1689371 22.3263807)",edge,0,False,0.0,,0.7232635012023327
8912728885,8912728884,963535965,service,,,False,True,1.5032279966956688,,,,,driveway,destination,,,"LINESTRING (114.1689897 22.326338, 114.1690043 22.3263386)",edge,0,False,0.0,,-0.2007635897582013
8912728886,8912728887,963535965,service,,,False,False,2.069262908396144,,,,,driveway,destination,,,"LINESTRING (114.1689371 22.3263807, 114.1689272 22.3263969)",edge,0,False,0.0,,0.1361345158765047
8912728886,8912728885,963535965,service,,,False,True,7.198349615618663,,,,,driveway,destination,,,"LINESTRING (114.1689371 22.3263807, 114.1689897 22.326338)",edge,0,False,0.0,,-0.7232635012023327
8912728887,12073135462,963535965,service,,,False,False,5.618629190853699,,,,,driveway,destination,,,"LINESTRING (114.1689272 22.3263969, 114.168922 22.3264472)",edge,0,False,0.0,,0.0715050957631473
8912728887,8912728886,963535965,service,,,False,True,2.069262908396144,,,,,driveway,destination,,,"LINESTRING (114.1689272 22.3263969, 114.1689371 22.3263807)",edge,0,False,0.0,,-0.1361345158765047
8912728888,12073135462,963535965,service,,,False,True,6.904303980519839,,,,,driveway,destination,,,"LINESTRING (114.1689155 22.326509, 114.168922 22.3264472)",edge,0,False,0.0,,-0.0893813435040565
8912728888,1180686914,963535967,primary,1.0,界限街 Boundary Street,True,False,2.8523237078590964,,,,,,,,,"LINESTRING (114.1689155 22.326509, 114.1689432 22.3265102)",edge,629,True,0.0,,-0.3808967309651124
8912728890,275935771,680766725,secondary,1.0,達之路 Tat Chee Avenue,True,False,4.459032025177105,,,,,,,,,"LINESTRING (114.1720942 22.3273316, 114.1720562 22.3273509)",edge,31,True,1.0,,0.0424510127650566
8912728891,8912728890,680766725,secondary,1.0,達之路 Tat Chee Avenue,True,False,2.9322235067596765,,,,,,,,,"LINESTRING (114.1721218 22.327325, 114.1720942 22.3273316)",edge,31,True,0.0,,-0.2283699036829145
8937742219,4445391133,966100009,service,,,False,True,9.024967686355312,,,,,,,,,"LINESTRING (114.1709785 22.3240264, 114.1708916 22.3240152)",edge,0,False,0.0,,-2.7985160906326874
8983220370,4085888182,970635279,residential,2.0,長旺道 Cheung Wong Road,False,False,19.885895899140248,,,,,,,,,"LINESTRING (114.1665924 22.3202118, 114.1664868 22.320062)",edge,0,False,0.0,,12.134179583773616
8983220370,12073098681,970635279,residential,2.0,長旺道 Cheung Wong Road,False,True,2.679308888228384,,,,,,,,,"LINESTRING (114.1665924 22.3202118, 114.1666066 22.320232)",edge,0,False,0.0,,-2.5770349062318627
8983220375,11177196792,970635271,service,2.0,,False,True,1.999687538776652,,,,,,,,,"LINESTRING (114.1661694 22.3197616, 114.1661857 22.3197518)",edge,0,False,0.0,,0.1226995950712867
8983220377,11177196792,970635271,service,2.0,,False,False,7.1085805412160195,,,,,,,,,"LINESTRING (114.1662436 22.3197169, 114.1661857 22.3197518)",edge,0,False,0.0,,-0.1113583785033813
8983220377,8983220385,970635279,residential,2.0,長旺道 Cheung Wong Road,False,True,29.362401734193085,,,,,,,,,"LINESTRING (114.1662436 22.3197169, 114.1663995 22.3199381)",edge,0,False,-1.0,,8.975870231289576
8983220379,5054347010,1200967501,primary,3.0,塘尾道 Tong Mi Road,True,False,53.25641772787921,,,,,,,,,"LINESTRING (114.1660443 22.3195903, 114.1661411 22.3191198)",edge,145,True,0.0,,-15.533529405273208
8983220384,12073098684,970635278,service,1.0,,False,True,3.477024015488625,,,,,,,,,"LINESTRING (114.1664768 22.3198915, 114.1664485 22.3199086)",edge,0,False,0.0,,-2.7549851456065695
8983220385,12073098684,970635278,service,1.0,,False,False,6.013743100113867,,,,,,,,,"LINESTRING (114.1663995 22.3199381, 114.1664485 22.3199086)",edge,0,False,0.0,,4.979040739254209
